Breaker Tripped,Continuity,Enclosure Fuse Opened,Closing Angle, Closing Time (ms),Peak Current (kA),Time to Ip (ms), I2T (kA^2), I Duration (ms)
YES,YES,NO,360 Deg.,16.66 m Sec,8.472,4.917,271.7, 8.748
